GDP_per_capita,Social_support,Healthy_life_expectancy,Freedom,Generosity,Corruption_perception,Happiness_Score
48241.09,0.09,77.24,0.02,0.12,0.15,5.21
53370.42,0.22,71.37,0.83,-0.16,0.16,6.53
14442.02,0.6,72.14,0.97,0.12,0.79,5.89
73195.75,0.74,60.78,0.14,0.34,0.62,6.25
33792.26,1.0,81.44,0.23,0.16,0.04,7.95
30959.51,0.93,71.26,0.87,0.4,0.62,7.37
41753.96,0.64,72.8,0.93,0.09,0.31,6.98
4233.79,0.42,78.78,0.42,0.31,0.37,5.49
13719.53,0.64,52.33,0.05,-0.05,0.77,3.57
59173.67,0.79,76.32,0.04,0.4,0.81,6.37
7082.49,0.12,48.79,0.57,0.24,0.4,3.73
48450.59,0.41,55.54,0.39,-0.04,0.95,4.33
20005.25,0.84,55.1,0.03,0.03,0.41,5.22
31449.0,0.38,84.03,0.58,0.4,0.77,6.65
23451.15,0.57,78.54,0.01,0.19,0.48,5.41
28775.98,0.59,71.55,0.79,-0.03,0.9,5.64
57664.15,0.18,72.72,0.31,0.57,0.91,5.94
24121.18,0.36,65.29,0.04,0.37,0.09,5.32
45529.17,0.33,82.62,0.59,0.57,0.94,6.78
38346.01,0.03,62.33,0.4,0.14,0.83,4.2
53261.86,0.02,57.12,0.97,0.18,0.79,5.41
74977.96,0.83,47.34,0.54,0.52,0.2,7.34
58739.48,0.27,75.38,0.28,0.22,0.81,5.85
17587.76,0.52,73.05,0.71,0.37,0.85,5.24
2979.06,0.3,57.3,0.27,0.0,0.29,3.96
21349.99,0.94,41.13,0.9,0.16,0.95,5.26
47808.7,0.26,77.75,0.37,-0.1,0.05,6.0
4588.35,0.43,40.51,0.55,-0.04,0.15,4.22
39961.12,0.87,71.67,0.05,-0.2,0.54,5.85
47949.01,0.84,83.66,0.43,-0.17,0.58,6.86
27072.39,0.19,59.69,0.83,0.58,0.65,5.73
61787.52,0.8,50.57,0.81,-0.01,0.02,7.29
8974.56,0.46,71.72,0.22,0.33,0.96,4.66
6473.45,0.48,76.77,0.23,0.47,0.04,5.73
58391.01,0.13,64.59,0.82,0.24,0.14,6.75
39891.56,0.08,83.52,0.93,-0.08,0.01,6.74
55227.99,0.73,42.33,0.1,0.38,0.57,5.43
35068.77,0.5,62.72,0.45,0.28,0.93,4.69
20088.96,0.44,72.33,0.34,0.39,0.67,5.26
65618.63,0.73,78.82,0.87,0.42,0.82,8.87
64053.56,0.77,48.07,0.08,0.58,0.01,6.43
55728.37,0.16,76.0,0.21,0.26,0.54,5.69
22135.54,0.61,64.87,0.75,0.07,0.46,5.75
47423.34,0.14,57.84,0.05,0.32,0.5,4.18
29197.42,0.75,45.93,0.49,-0.15,0.07,4.5
7780.77,0.66,78.94,0.44,0.52,0.68,6.03
73426.43,0.96,47.08,0.33,-0.1,0.5,6.38
11377.08,0.07,53.94,0.39,0.06,0.77,3.06
76043.87,0.06,53.05,0.53,0.45,0.49,5.86
35957.46,0.28,79.21,0.16,0.28,0.15,6.04
