CustomerID,Tenure,MonthlyCharges,TotalCharges,ContractType,TechSupport,StreamingTV,PaymentMethod,Churn
CUST1772,44,44.13,723.86,Month-to-month,No,No,Credit card,0
CUST1773,25,77.14,1992.13,One year,No,No,Credit card,0
CUST1774,17,97.89,6377.17,Month-to-month,No,No,Electronic check,0
CUST1775,13,36.57,373.9,Two year,Yes,Yes,Mailed check,0
CUST1776,25,77.08,4704.17,Month-to-month,No,No,Credit card,0
CUST1777,68,61.06,7963.96,Month-to-month,No,Yes,Electronic check,0
CUST1778,10,90.77,6860.0,One year,Yes,No,Mailed check,1
CUST1779,67,42.4,4219.42,One year,No,No,Credit card,0
CUST1780,18,78.48,602.76,Month-to-month,No,No,Mailed check,0
CUST1781,34,88.67,6667.85,Month-to-month,No,Yes,Mailed check,1
CUST1782,8,96.12,4831.93,Month-to-month,No,No,Electronic check,0
CUST1783,40,77.83,1007.97,Month-to-month,Yes,Yes,Mailed check,0
CUST1784,42,64.8,841.47,Month-to-month,No,Yes,Electronic check,0
CUST1785,41,73.25,7286.05,Month-to-month,Yes,No,Credit card,1
CUST1786,6,90.82,5386.68,Month-to-month,No,Yes,Mailed check,1
CUST1787,52,69.94,6651.37,Month-to-month,No,No,Mailed check,1
CUST1788,26,32.13,7043.93,One year,No,Yes,Bank transfer,0
CUST1789,64,95.17,4617.0,Two year,Yes,Yes,Credit card,1
CUST1790,59,78.27,4187.83,One year,Yes,No,Credit card,0
CUST1791,56,77.36,3500.38,Month-to-month,No,No,Bank transfer,0
CUST1792,59,45.1,2603.88,Month-to-month,No,Yes,Bank transfer,0
CUST1793,70,76.12,3533.31,Two year,No,No,Electronic check,0
CUST1794,33,57.57,6213.65,Month-to-month,No,No,Electronic check,0
CUST1795,53,75.59,4855.2,Month-to-month,No,No,Mailed check,0
CUST1796,22,37.46,7150.93,One year,Yes,Yes,Mailed check,0
CUST1797,21,76.05,3602.7,One year,Yes,No,Mailed check,0
CUST1798,70,99.96,4896.01,One year,Yes,No,Mailed check,1
CUST1799,70,33.37,5087.33,Month-to-month,Yes,No,Electronic check,0
